n_hidden,width,cost
3,40,3.9422084228135645e-5
3,40,7.588031439809129e-5
3,40,5.966960088699125e-5
3,40,1.253641239600256e-4
3,40,1.5590885595884174e-4
3,40,2.9858003836125135e-4
3,50,3.312137414468452e-5
3,50,3.050596387765836e-5
3,50,3.497405123198405e-5
3,50,7.498625927837566e-5
3,50,7.26080616004765e-5
3,50,1.222614519065246e-4
3,50,1.583299454068765e-4
3,50,8.660105959279463e-5
3,50,1.1765729868784547e-4
3,50,6.174168811412528e-5
3,50,4.630139665096067e-5
3,50,4.802866533282213e-5
3,50,3.7917052395641804e-5
3,50,5.416756175691262e-5
3,50,4.107017593923956e-5
3,75,4.367701694718562e-5
3,75,3.428527998039499e-5
3,75,1.1459079541964456e-4
3,75,3.967032898799516e-5
3,75,8.440684177912772e-5
3,75,8.549989433959126e-5
3,75,9.720853267936036e-5
3,75,3.786958404816687e-5
3,75,3.672822276712395e-5
3,75,3.0517339837388135e-5
3,75,9.840085840551183e-5
3,75,1.644547883188352e-4
3,75,4.495590474107303e-5
3,75,3.8659836718579754e-5
3,75,3.177537291776389e-5
3,100,3.1284511351259425e-5
3,100,3.362749339430593e-5
3,100,3.0069071726757102e-5
3,100,6.90384185872972e-5
3,100,3.2338644814444706e-5
3,100,2.89674753730651e-5
3,100,3.2200907298829406e-05
3,100,1.1280066246399656e-4
3,100,4.932274896418676e-5
3,100,2.90093357762089e-5
3,100,3.476375786704011e-5
3,100,6.069369555916637e-5
3,100,4.029664341942407e-5
3,100,3.143880167044699e-5
3,100,8.48325144033879e-5
